region,year,population,industry_production,export,price_indexes,unemployment,grp,investments,fixed_assets
Leningrad region ,2002,1667.1,95385.0,2193.8,109.46000000000001,7,94747,28212.342278377662,345419
Leningrad region ,2003,1673.3,127445.0,2920.5,110.24000000000001,8.6,121222.3,49703.652877179054,432513
Leningrad region ,2004,1681.5,169212.0,4748.5,116.34,6.9,166445,68561.19281714724,485920
Leningrad region ,2005,1685.4,198420.0,6048.900000000001,111.94,7.2,205416.9,82859.0,546302
Leningrad region ,2006,1691.1,248169.0,6829.599999999999,109.60000000000001,5.8,265260.4,127209.42299678434,611268
Leningrad region ,2007,1692.5,294596.0,8281.0,110.04,3.9,309028.6,126296.30717396652,803905.0
Leningrad region ,2008,1698.9,379364.0,11565.2,115.92,6.0,383255.4,166112.0,917978.0
Leningrad region ,2009,1704.9,391450.0,7162.0,104.46000000000001,6.9,430395.5,190860.0,1046094.0
Leningrad region ,2010,1718.6,463140.0,9946.0,111.46,5.2,490303.7,278864.0,1210457.0
Leningrad region ,2011,1733.9,562155.0,15640.800000000001,106.34,4.3,581712.0,305699.0,1506817.0
Leningrad region ,2012,1751.1,626607.0,16166.199999999999,105.66,3.2,672066.9,330721.0,1919269.0
Leningrad region ,2013,1763.9,673460.0,13648.5,104.14000000000001,4.3,678718.3,253619.0,2275653.0
Leningrad region ,2014,1775.5,808647,15767.6,109.46000000000001,4.5,703325.6,170502,2449066
Leningrad region ,2015,1778.8,964510,10004.9,112.03999999999999,5.1,849616.6,225915,2670754
Leningrad region ,2016,1791.9,1016349.0,4808.599999999999,104.8,4.6,953668.3,264212.803,2923887
Leningrad region ,2017,1813.8,1032696.0,5652.9069715,104.92000000000002,4.6,1002543.3,337673.819,3060457
Leningrad region ,2018,1847.9,1255394.0,7112.3,108.80000000000001,4.1,1147644.4,511164.195,3433453
Leningrad region ,2019,1875.9,1326136.0,6849.6,102.36,3.9,1223679.6,420872.219,5112820
Leningrad region ,2020,1892.7,1336036.0,5398.700000000001,104.58,5.3,1246136.1,405306.639,5544048
Leningrad region ,2021,1911.6,1784285.0,8369.800000000001,109.2,3.7,1245936.94619048,442841.494,6531334
Murmansk region ,2000,922.9,48585.0,592.6,119.14,13.4,55135,7190.0,154603
Murmansk region ,2001,905.7,51639.0,539.5,110.29999999999998,13.1,57569.3,10677.6314,187777
Murmansk region ,2002,889.8,58807.0,471.9,126.06,10.3,68445.4,9976.38078092869,214701
Murmansk region ,2003,873.2,70851.0,709.5999999999999,121.46,10.1,80604.1,13181.993600054608,291420
Murmansk region ,2004,856.9,85811.0,1036.3,120.63999999999999,10.9,124972,14805.24310688731,311729
Murmansk region ,2005,839.4,95872.0,1190.7,109.86,8.7,132870.2,20017.0,344444
Murmansk region ,2006,824.0,107216.0,2078.2999999999997,136.64,6.7,158127.0,24459.782376362346,406705
Murmansk region ,2007,815.1,125368.0,2118.5,106.67999999999999,6.3,191584.6,26911.934778833078,538057.0
Murmansk region ,2008,805.6,141375.0,2307.9,111.88,6.6,213733.5,46844.0,623548.0
Murmansk region ,2009,799.8,135444.0,1641.3000000000002,113.24000000000001,7.5,202235.5,41722.0,684809.0
Murmansk region ,2010,794.1,194375.0,1783.3,123.6,8.6,233438.9,38611.0,799454.0
Murmansk region ,2011,788.0,218519.0,2772.9,105.64000000000001,8.6,263811.7,55970.0,1163343.0
Murmansk region ,2012,780.4,227248.0,1801.4,103.62,7.7,283846.2,72449.0,1298653.0
Murmansk region ,2013,771.1,238640.0,2346.0,109.02000000000001,7.2,306578.7,70579.0,1432787.0
Murmansk region ,2014,766.3,252169,2280.8,110.54,6.7,328291.8,85845,1563764
Murmansk region ,2015,762.2,311293,2205.6000000000004,120.72,7.8,401582.7,100418,1814839
Murmansk region ,2016,757.6,326204.0,2465.6,103.14,7.7,467006.5,85494.614,1891317
Murmansk region ,2017,753.6,336320.0,3492.996197,100.16,7.0,479352.8,113269.333,1970650
Murmansk region ,2018,748.1,348939.0,3648.6,110.04,6.8,521051.5,155744.198,2043500
Murmansk region ,2019,741.4,533366.0,4076.1,99.0,5.4,616504.1,170855.525,2541482
Murmansk region ,2020,732.9,1018759.0,4729.0,111.53999999999999,7.7,790456.1,199672.319,2708989
Murmansk region ,2021,724.5,1195962.0,4668.8,106.72,5.8,619184.550000001,240976.925,3113495
Novgorod region ,2000,710.3,18909.0,271.59999999999997,131.42,7.6,20965.5,4767.0,71251
Novgorod region ,2001,700.9,23959.0,298.3,116.44,6.4,27501,7955.578300000001,77150
Novgorod region ,2002,692.1,28340.0,365.59999999999997,112.38,6.3,31466.8,5008.486810474091,111122
Novgorod region ,2003,682.9,36098.0,428.70000000000005,112.96000000000001,4.9,38081.7,8976.20633781266,139631
Novgorod region ,2004,674.5,47153.0,531.5,122.52000000000001,6.1,49242.3,8794.891855149144,148288
Novgorod region ,2005,665.6,60138.0,763.2,112.34,5.8,63848.3,13996.0,162501
Novgorod region ,2006,657.6,67912.0,833.4,109.82000000000001,5.5,74923.8,18954.029612861556,186183
Novgorod region ,2007,652.2,80102.0,930.1,113.44,5.3,86664.9,23918.686059299685,223291.0
Novgorod region ,2008,645.4,106576.0,1326.2,115.07999999999998,4.9,115141.3,33934.0,247086.0
Novgorod region ,2009,639.7,90751.0,726.5,107.1,6.1,117710.0,35617.0,263359.0
Novgorod region ,2010,632.8,111951.0,1026.3,116.92,5.6,127407.8,39454.0,284453.0
Novgorod region ,2011,629.8,132003.0,1317.4,106.82000000000001,4.9,153419.7,38031.0,316982.0
Novgorod region ,2012,625.9,139162.0,1376.4,106.10000000000001,4.1,170605.7,45000.0,364604.0
Novgorod region ,2013,622.4,144208.0,1273.9,104.9,4.6,178818.1,53063.0,393450.0
Novgorod region ,2014,618.7,167136,1294.2,111.54,3.7,209304.4,61369,458879
Novgorod region ,2015,615.7,207782,1040.1,112.18,4.6,234075.7,69336,494468
Novgorod region ,2016,612.5,213748.0,937.8,105.62,4.9,253056.8,78742.092,608528
Novgorod region ,2017,606.5,205978.0,1054.8216734,100.60000000000001,4.7,256165.8,70831.646,617821
Novgorod region ,2018,600.3,227287.0,1343.1000000000001,107.84,4.2,259255.8,61529.68,684936
Novgorod region ,2019,596.5,227049.0,1600.3,99.38,3.6,273808.0,49827.796,1334055
Novgorod region ,2020,592.4,242790.0,1348.9,105.0,5.8,280189.3,47745.855,1366977
Novgorod region ,2021,586.1,355477.0,2550.0,115.98,4.1,303781.740952381,43334.178,1456435
Pskov region ,2000,781.8,8306.0,108.2,123.52,11.7,16178.9,2446.0,80780
Pskov region ,2001,769.7,11916.0,114.4,118.75999999999999,10.2,19416.9,2790.5361999999996,90537
Pskov region ,2002,758.1,14299.0,122.5,118.24000000000001,8.1,24098.9,3135.295317202201,111128
Pskov region ,2003,746.8,18296.0,146.5,114.74000000000001,8.2,29488.4,5613.641125312553,122694
Pskov region ,2004,734.5,21703.0,271.9,113.16,5.4,35816,5904.919501676145,129423
Pskov region ,2005,720.8,27612.3,402.1,109.12,6.3,40582.9,5547.0,144880
Pskov region ,2006,708.2,32020.0,459.1,110.68,7.2,51464.9,7603.2642156418315,164095
Pskov region ,2007,699.6,40991.0,264.0,113.94,4.8,61561.9,13678.765120698763,188943.0
Pskov region ,2008,690.3,47340.0,225.39999999999998,111.92,6.5,73283.2,16472.0,211020.0
Pskov region ,2009,681.9,42109.0,60.8,106.74000000000001,11.0,74647.8,12717.0,228645.0
Pskov region ,2010,671.3,56825.0,64.4,111.48,9.5,87066.0,16695.0,243124.0
Pskov region ,2011,666.9,72653.0,67.2,107.52000000000001,9.3,100498.5,24882.0,272812.0
Pskov region ,2012,661.5,73469.0,128.4,105.26,6.6,107547.5,33664.0,294598.0
Pskov region ,2013,656.6,76247.0,268.4,103.47999999999999,7.0,114676.2,28953.0,318266.0
Pskov region ,2014,651.1,75048,295.4,114.16,6.5,123825.6,29808,322068
Pskov region ,2015,646.4,93549,206.5,109.64,6.9,135239.5,27363,337713
Pskov region ,2016,642.2,98225.0,123.0,104.5,6.7,159206.1,27271.783,369971
Pskov region ,2017,636.5,112283.0,213.58158580000003,101.32,6.5,165858.1,29266.913,387327
Pskov region ,2018,629.7,122876.0,283.5,106.64,5.7,180730.3,31297.083,420048
Pskov region ,2019,626.1,143744.0,270.70000000000005,99.96000000000001,5.1,196625.3,33623.251,818053
Pskov region ,2020,620.2,144500.0,208.5,107.84,6.5,202945.2,38418.128,835721
Pskov region ,2021,613.3,171507.0,256.3,112.78,4.7,201373.713809524,43021.009,867682
Saint Petersburg ,2000,4714.8,126234.0,2544.4,124.28,6.2,188243,35891.0,447808
Saint Petersburg ,2001,4688.4,175365.0,1946.8,119.18,4,251654.4,53168.621,532277
Saint Petersburg ,2002,4656.5,222952.0,1723.4,112.0,3.4,336692.3,76045.60071248769,685753
Saint Petersburg ,2003,4662.0,293506.0,2832.2000000000003,109.62,4.2,409638.5,111677.85689401023,947245
Saint Petersburg ,2004,4686.5,370736.0,4117.8,110.96000000000001,2.7,542359.2,117762.18257927168,1026687
Saint Petersburg ,2005,4712.9,433301.0,4914.5,109.24000000000001,2.2,666392.8,156854.0,1111989
Saint Petersburg ,2006,4747.6,500158.0,12667.1,110.54,2.4,825102.3,193683.50451439974,1420407
Saint Petersburg ,2007,4764.8,646298.0,17808.0,113.67999999999999,2.1,1119660.3,303448.3913778885,1740175.0
Saint Petersburg ,2008,4798.7,805374.0,23652.8,116.32,2.0,1431839.6,372637.0,2005536.0
Saint Petersburg ,2009,4832.8,1099842.0,13439.2,107.9,4.1,1475805.3,334074.0,2314055.0
Saint Petersburg ,2010,4899.3,1448429.0,11825.599999999999,108.74,2.6,1699486.4,401537.0,2635927.0
Saint Petersburg ,2011,4953.2,1891115.0,21308.0,106.44,2.0,2091914.3,360368.0,3243788.0
Saint Petersburg ,2012,5028.0,2222088.0,23382.8,105.97999999999999,1.1,2280426.0,352116.0,3727291.0
Saint Petersburg ,2013,5132.0,2160129.0,22189.0,105.32000000000001,1.5,2491423.3,475149.0,4349428.0
Saint Petersburg ,2014,5191.7,2283141,22326.7,111.25999999999999,1.4,2661210.0,523331,4870298
Saint Petersburg ,2015,5225.7,2461012,15726.8,113.67999999999999,2.1,3387417.7,483423,5289185
Saint Petersburg ,2016,5281.6,2293376.0,15802.8,111.44,1.6,4099939.7,678642.235,6546014
Saint Petersburg ,2017,5351.9,2513171.0,21814.965233799998,101.9,1.6,4283036.300000001,672365.243,7163885
Saint Petersburg ,2018,5383.9,2912870.0,26564.2,104.68,1.5,4785218.6,852922.87,7816952
Saint Petersburg ,2019,5398.1,3007591.0,27668.199999999997,102.7,1.4,5186129.3,744094.798,20604504
Saint Petersburg ,2020,5384.3,3189683.0,21017.4,105.12,2.9,5235709.7,765493.459,21679662
Saint Petersburg ,2021,5377.5,4680333.0,29910.0,110.56,2.0,5111545.83619048,867154.94,23029215
Republic of Adygea ,2000,447.3,2795.0,2.5,133.4,14.3,5519.6,1264.0,49258
Republic of Adygea ,2001,446.6,3186.0,1.3,111.78,14.1,6641.8,1509.83,50819
Republic of Adygea ,2002,446.8,2957.0,2.5999999999999996,112.03999999999999,13.5,7909.9,1916.1793422485487,50317
Republic of Adygea ,2003,444.8,3619.0,61.6,115.3,15.5,9849.3,2558.647735101544,50972
Republic of Adygea ,2004,443.3,5761.0,5.5,112.68,17.3,12493.2,2268.18730657429,52581
Republic of Adygea ,2005,441.0,7983.0,3.0999999999999996,110.98,13,17029.1,3603.0,51313
Republic of Adygea ,2006,438.6,8868.0,6.6,107.18,13.9,21132.4,4087.7009546333347,58091
Republic of Adygea ,2007,437.9,10796.0,9.0,114.36000000000001,10.3,29085.1,10973.125459661129,74408.0
Republic of Adygea ,2008,439.4,15921.0,14.7,114.25999999999999,7.3,36134.4,13275.0,93766.0
Republic of Adygea ,2009,439.8,15561.0,9.8,104.48,7.7,41511.5,15874.0,101212.0
Republic of Adygea ,2010,439.9,20320.0,9.0,114.47999999999999,9.3,47194.5,14036.0,109480.0
Republic of Adygea ,2011,442.4,23323.0,8.6,104.22,8.4,56803.3,18703.0,118216.0
Republic of Adygea ,2012,444.4,27435.0,9.5,109.36,8.1,65300.4,16904.0,136241.0
Republic of Adygea ,2013,446.4,32578.0,8.3,102.64,7.9,70862.3,18622.0,159192.0
Republic of Adygea ,2014,449.2,35751,13.8,110.08,8.6,75622.5,17155,161605
Republic of Adygea ,2015,451.5,47861,32.0,114.16,8.8,84306.0,15756,169377
Republic of Adygea ,2016,453.4,53589.0,23.9,106.75999999999999,9.0,101102.7,19133.654,183383
Republic of Adygea ,2017,453.4,54716.0,38.7861745,99.72,8.8,109714.5,20844.685,202111
Republic of Adygea ,2018,454.8,59853.0,40.4,109.84,8.6,119961.8,30600.14,223255
Republic of Adygea ,2019,463.1,58081.0,28.6,103.58,8.2,131125.8,43352.597,459080
Republic of Adygea ,2020,463.2,63483.0,25.3,106.57999999999998,8.5,143191.8,44261.616,502126
Republic of Adygea ,2021,468.4,71320.0,38.1,113.7,8.3,133606.855714286,33374.05,526986
Republic of Kalmykia ,2000,307.3,1546.0,196.20000000000002,118.64,20.7,6212.6,6628.0,24220
Republic of Kalmykia ,2001,297.6,1804.0,34.5,127.12,18.8,6732,4781.556,28812
Republic of Kalmykia ,2002,291.8,1707.0,25.0,115.92000000000002,18,7272.3,4635.912246871857,34613
Republic of Kalmykia ,2003,292.2,1722.0,49.1,106.62,17.2,6539.5,2405.9833360869857,40427
Republic of Kalmykia ,2004,293.2,2191.0,63.400000000000006,131.60000000000002,22.4,8518.5,2268.2422819637923,41465
Republic of Kalmykia ,2005,293.5,2770.0,148.6,109.52000000000001,18,9685.7,3062.0,58485
Republic of Kalmykia ,2006,293.0,2705.0,114.4,123.78,16.9,12844.1,3750.580598389624,61232
Republic of Kalmykia ,2007,291.7,2281.0,63.1,106.38,14.5,17225.8,6151.235975255886,98472.0
Republic of Kalmykia ,2008,290.3,2670.0,70.9,104.58,15.8,20789.7,7950.0,106663.0
Republic of Kalmykia ,2009,289.7,3502.0,2.2,121.6,16.5,23948.1,8106.0,114144.0
Republic of Kalmykia ,2010,288.9,4520.0,31.1,120.46000000000001,14.8,24404.1,6970.0,119600.0
Republic of Kalmykia ,2011,286.7,5031.0,5.3999999999999995,114.82,14.2,29318.7,9779.0,113426.0
Republic of Kalmykia ,2012,284.1,5076.0,0.7,102.74,13.1,35897.8,13825.0,113022.0
Republic of Kalmykia ,2013,282.0,6105.0,0.9,111.1,12.5,41165.9,15283.0,124357.0
Republic of Kalmykia ,2014,280.5,5419,1.4000000000000001,105.58,10.9,46680.6,22609,151392
Republic of Kalmykia ,2015,278.8,4979,1.2000000000000002,104.62,10.7,51958.5,16605,175274
Republic of Kalmykia ,2016,277.8,3758.0,1.5,98.02,10.6,69564.2,9138.881,195857
Republic of Kalmykia ,2017,275.4,3289.0,0.4493648,110.38,9.9,80126.9,11222.941,203657
Republic of Kalmykia ,2018,272.6,3630.0,0.0,112.58,9.7,86107.1,12422.681,226959
Republic of Kalmykia ,2019,271.1,3601.0,5.1,100.06,9.2,88986.9,15850.483,333220
Republic of Kalmykia ,2020,270.0,5072.0,2.5,98.86000000000001,9.6,93325.1,38269.113,372535
Republic of Kalmykia ,2021,267.8,7962.0,1.0,109.16,9.0,87646.8704761905,16327.453,351743
Republic of Crimea ,2000,,0.0,0.0,0.0,,,,
Republic of Crimea ,2001,,0.0,0.0,0.0,,,,
Republic of Crimea ,2002,,0.0,0.0,0.0,,,,
Republic of Crimea ,2003,,0.0,0.0,0.0,,,,
Republic of Crimea ,2004,,0.0,0.0,0.0,,,,
Republic of Crimea ,2005,,0.0,0.0,0.0,,,,
Republic of Crimea ,2006,,0.0,0.0,0.0,,,,
Republic of Crimea ,2007,,0.0,0.0,0.0,,,,
Republic of Crimea ,2008,,0.0,0.0,0.0,,,,
Republic of Crimea ,2009,,0.0,0.0,0.0,,,,
Republic of Crimea ,2010,,0.0,0.0,0.0,,,,
Republic of Crimea ,2011,,0.0,0.0,0.0,,,,
Republic of Crimea ,2012,,0.0,0.0,0.0,,,,
Republic of Crimea ,2013,,0.0,0.0,0.0,,,,
Republic of Crimea ,2014,1895.9,40009,97.9,57.0,…,189439.2,26447,1233700
Republic of Crimea ,2015,1907.1,91277,79.5,129.1,7.2,265970.6,47582,2033676
Republic of Crimea ,2016,1912.2,117354.0,47.8,111.1,6.8,362671.7,74795.277,2055242
Republic of Crimea ,2017,1913.7,130992.0,30.0287787,106.68,6.4,384983.4,196193.021,2212391
Republic of Crimea ,2018,1911.8,151385.0,23.8,105.25999999999999,6.0,437438.0,296423.131,2241915
Republic of Crimea ,2019,1912.6,156346.0,33.699999999999996,102.6,5.6,475525.3,223793.252,2839003
Republic of Crimea ,2020,1901.5,180171.0,33.9,106.16,6.3,515610.8,195807.807,2758289
Republic of Crimea ,2021,1896.4,196471.0,36.6,113.08,5.8,,164010.776,3797690
Krasnodar region ,2000,5132.8,57293.0,995.6999999999999,126.17999999999999,12.8,137125.3,54734.0,516894
Krasnodar region ,2001,5131.6,71134.0,149.3,117.5,10.9,179177.5,63394.639,576533
Krasnodar region ,2002,5119.8,86155.0,1083.2,113.20000000000002,7.6,217727.6,74654.55397347611,666157
Krasnodar region ,2003,5114.9,111174.0,1494.2,111.24,10.2,248565.5,78040.92662085909,780300
Krasnodar region ,2004,5118.9,134121.0,904.3,115.38,8.7,313623.6,96437.87208467243,896631
Krasnodar region ,2005,5127.3,184963.0,1425.8999999999999,111.76,7.4,372929.8,113917.0,1079840
Krasnodar region ,2006,5142.9,230855.0,2085.4,110.4,7.1,483950.7,152079.6142942522,1114617
Krasnodar region ,2007,5170.7,302119.0,3376.0,115.56,6.6,648211.3,229713.62204541732,1385585.0
Krasnodar region ,2008,5194.4,359368.0,4259.0,108.3,4.7,803834.1,332532.0,1645865.0
Krasnodar region ,2009,5214.2,350596.0,3208.6000000000004,107.28,7.2,861603.3,377013.0,1870428.0
Krasnodar region ,2010,5230.0,442621.0,4264.5,111.8,6.7,1028308.4,589623.0,2139060.0
Krasnodar region ,2011,5284.5,502881.0,9820.4,107.44,5.9,1244652.8,711720.0,2471453.0
Krasnodar region ,2012,5330.2,602408.0,9809.7,105.68,5.6,1459490.8,798476.0,2821779.0
Krasnodar region ,2013,5404.3,670444.0,7892.200000000001,105.1,6.1,1662969.1,955208.0,3639608.0
Krasnodar region ,2014,5453.3,781079,10199.9,108.84,5.7,1784833.5,750236,4208926
Krasnodar region ,2015,5513.8,967535,6275.8,115.03999999999999,6.0,1933512.1,586903,4770758
Krasnodar region ,2016,5570.9,984807.0,5588.8,104.80000000000001,5.8,2257074.5,435095.343,5481558
Krasnodar region ,2017,5603.4,1115521.0,7000.9766042,100.4,5.7,2422752.7,503243.028,5937791
Krasnodar region ,2018,5648.2,1230963.0,8441.699999999999,105.07999999999998,5.2,2499915.5,515316.773,6260527
Krasnodar region ,2019,5675.5,1180459.0,7414.3,100.74,4.8,2577131.1,477635.324,13982416
Krasnodar region ,2020,5683.9,1181398.0,5637.6,107.25999999999999,5.7,2616754.4,502090.777,13020366
Krasnodar region ,2021,5687.3,1493109.0,7566.8,113.08,5.0,2787251.66761905,542996.616,13970321
Astrakhan region ,2000,1009.3,18423.0,249.7,121.82,11.5,28115.7,12438.0,110982
Astrakhan region ,2001,1005.5,21151.0,112.19999999999999,106.48,10.4,32274.3,15615.905,158920
Astrakhan region ,2002,1004.8,23497.0,234.5,111.97999999999999,10.9,40994.9,13301.462467913947,177818
Astrakhan region ,2003,1006.1,28097.0,334.7,113.5,10,50659.8,17986.287,215272
Astrakhan region ,2004,1006.5,31182.0,195.6,132.02,11.6,56710.9,19744.600123956337,230042
Astrakhan region ,2005,1002.5,40923.0,247.0,112.38,12.2,70127.6,21642.0,275408
Astrakhan region ,2006,1001.3,45566.0,313.5,116.22,7.9,85112.1,29383.180390498717,315059
Astrakhan region ,2007,1005.9,51949.0,747.1,119.58,8.7,100359.2,49969.56979583115,367910.0
Astrakhan region ,2008,1009.9,84692.0,1321.3000000000002,87.68,7.4,147549.1,68273.0,466376.0
Astrakhan region ,2009,1011.1,62969.0,457.5,129.22,9.9,134418.2,61953.0,529737.0
Astrakhan region ,2010,1009.8,76684.0,380.8,126.66,8.2,144888.8,59863.0,623538.0
Astrakhan region ,2011,1015.0,95724.0,656.4,113.84,8.8,172616.6,69024.0,747640.0
Astrakhan region ,2012,1013.9,125356.0,622.7,100.46,7.9,209654.4,81665.0,808160.0
Astrakhan region ,2013,1016.5,162313.0,885.2,115.28,7.5,273917.1,122618.0,850132.0
Astrakhan region ,2014,1021.3,173012,994.3000000000001,115.44,7.5,296319.3,116856,912745
Astrakhan region ,2015,1018.6,211627,416.7,103.89999999999999,7.5,322303.0,113169,1053750
Astrakhan region ,2016,1018.9,227799.0,320.79999999999995,106.19999999999999,7.6,368485.4,117999.297,1357230
Astrakhan region ,2017,1017.5,313284.0,720.0782477,103.48,7.4,442608.8,146659.96,1498692
Astrakhan region ,2018,1014.1,441883.0,951.1,109.16,7.5,579210.0,110279.5,1653054
Astrakhan region ,2019,1005.8,450758.0,507.29999999999995,106.79999999999998,7.6,601811.2,104280.231,2071002
Astrakhan region ,2020,997.8,364472.0,657.3,99.02000000000001,7.9,527888.9,115116.11,2163641
Astrakhan region ,2021,989.4,501369.0,1022.8,124.58000000000001,7.7,535034.967619048,125682.25,2211405
Volgograd region ,2000,2725.4,56995.0,869.8,128.98000000000002,9.5,63767.1,11516.0,227818
Volgograd region ,2001,2709.6,70629.0,207.0,110.3,9.5,82919.7,16320.114,279884
Volgograd region ,2002,2694.2,83155.0,1293.1,115.92000000000002,8.4,104341.2,19348.025503176974,360671
Volgograd region ,2003,2672.4,101332.0,1639.9,113.17999999999999,11.1,128622.2,22153.923069820008,450274
Volgograd region ,2004,2656.2,128505.0,1381.1000000000001,117.28,9.3,154337.7,29848.278190383462,471854
Volgograd region ,2005,2640.4,232199.0,2067.2,113.97999999999999,6.7,203232.2,42735.0,540678
Volgograd region ,2006,2630.0,280022.0,2679.8,111.42,8.6,252142.7,39612.920570977716,621663
Volgograd region ,2007,2623.1,327429.0,3119.0,121.96000000000001,6.3,331766.8,64953.667205883925,879288.0
Volgograd region ,2008,2618.1,419634.0,4166.299999999999,95.82,8.2,416678.5,88440.0,1047580.0
Volgograd region ,2009,2614.1,358096.0,2192.2,109.46000000000001,10.3,377514.3,75591.0,1115884.0
Volgograd region ,2010,2607.5,462086.0,2565.2000000000003,118.56,8.0,433473.7,78431.0,1200283.0
Volgograd region ,2011,2594.8,535238.0,3495.6,109.74000000000001,6.9,508433.3,104080.0,1346669.0
Volgograd region ,2012,2583.0,586574.0,4505.9,103.18,6.0,571516.1,136154.0,1462441.0
Volgograd region ,2013,2569.1,595250.0,4625.1,104.98,6.6,607472.2,140680.0,1570668.0
Volgograd region ,2014,2557.4,682703,4276.1,106.06,6.6,715409.6,182798,1735392
Volgograd region ,2015,2545.9,747391,2052.0,111.03999999999999,7.2,740458.0,200191,1818202
Volgograd region ,2016,2535.2,724777.0,1315.4,106.47999999999999,6.8,825586.5,183642.143,2069566
Volgograd region ,2017,2521.3,853779.0,1551.7653130999997,109.06,6.0,850263.7,191709.722,2180917
Volgograd region ,2018,2507.5,1034747.0,1933.2,106.64,5.6,927811.7,183096.526,2326149
Volgograd region ,2019,2491.0,1057909.0,1560.5,100.3,5.3,963214.4,186267.54,2620585
Volgograd region ,2020,2474.6,904782.0,1887.8,101.60000000000001,7.6,978858.4,182930.122,2830578
Volgograd region ,2021,2449.8,756775.0,3289.0,121.06,4.9,1038189.80380952,185605.159,4346720
Rostov region ,2000,4439.3,57372.0,709.2,123.24,15,88955,22361.0,326991
Rostov region ,2001,4417.7,79999.0,469.2,118.52,13.1,118762.5,28876.4348,400418
Rostov region ,2002,4396.7,91955.0,1012.2,111.96,11.4,140773.3,29049.023496243688,477972
Rostov region ,2003,4375.5,119882.0,1320.1,108.72,12.6,171849,39375.54089984934,600908
Rostov region ,2004,4352.7,164395.0,1570.8000000000002,114.94,8.7,221167.4,52124.184218479306,649308
Rostov region ,2005,4332.4,205864.0,1816.0,109.78,8.5,263051.5,60145.0,746866
Rostov region ,2006,4314.6,243608.0,2087.3,109.11999999999999,8.1,340012.5,95628.57551493483,830392
Rostov region ,2007,4297.6,310420.0,2982.5,114.46000000000001,6.7,450434.7,135149.52696938883,1007353.0
Rostov region ,2008,4292.5,408921.0,3721.0,113.14,6.4,576125.7,193713.0,1165933.0
Rostov region ,2009,4284.8,330148.0,2470.4,104.42,8.4,555917.1,170845.0,1331221.0
Rostov region ,2010,4275.2,432889.0,3300.5,110.84,7.7,659667.4,159038.0,1514042.0
Rostov region ,2011,4260.6,542073.0,5140.9,106.46,7.3,765967.2,165978.0,1751414.0
Rostov region ,2012,4254.6,594213.0,5717.099999999999,104.9,6.0,843560.3,207935.0,1880446.0
Rostov region ,2013,4245.6,625208.0,5805.0,105.03999999999999,6.0,917689.1,253623.0,2003572.0
Rostov region ,2014,4242.1,648091,4730.0,108.8,5.9,1007758.8,264173,2085372
Rostov region ,2015,4236.0,788229,4804.599999999999,111.26,6.1,1189144.0,309436,2355619
Rostov region ,2016,4231.3,881411.0,5545.7,105.56,5.8,1375107.4,294480.684,2583782
Rostov region ,2017,4220.4,961868.0,6844.6529228,100.69999999999999,5.6,1441723.3,323903.243,2786870
Rostov region ,2018,4202.3,1133264.0,9062.5,105.04,5.1,1548222.9,264870.553,3049823
Rostov region ,2019,4197.8,1112940.0,8275.0,102.22,4.8,1636017.5,284152.296,6831010
Rostov region ,2020,4181.5,1151873.0,8748.1,105.38,5.0,1692406.6,328055.191,7018721
Rostov region ,2021,4153.7,1437576.0,11568.699999999999,111.53999999999999,4.0,1707971.55380952,392753.556,7460101
G. Sevastopol ,2000,,0.0,0.0,0.0,,,,
G. Sevastopol ,2001,,0.0,0.0,0.0,,,,
G. Sevastopol ,2002,,0.0,0.0,0.0,,,,
G. Sevastopol ,2003,,0.0,0.0,0.0,,,,
G. Sevastopol ,2004,,0.0,0.0,0.0,,,,
G. Sevastopol ,2005,,0.0,0.0,0.0,,,,
G. Sevastopol ,2006,,0.0,0.0,0.0,,,,
G. Sevastopol ,2007,,0.0,0.0,0.0,,,,
G. Sevastopol ,2008,,0.0,0.0,0.0,,,,
G. Sevastopol ,2009,,0.0,0.0,0.0,,,,
G. Sevastopol ,2010,,0.0,0.0,0.0,,,,
G. Sevastopol ,2011,,0.0,0.0,0.0,,,,
G. Sevastopol ,2012,,0.0,0.0,0.0,,,,
G. Sevastopol ,2013,,0.0,0.0,0.0,,,,
G. Sevastopol ,2014,399.0,4488,15.9,54.44,…,30148.6,3385,9193
G. Sevastopol ,2015,416.3,18103,18.0,124.48,8.3,48663.3,6558,41435
G. Sevastopol ,2016,428.8,21131.0,6.0,111.0,6.2,89303.8,18547.008,274808
G. Sevastopol ,2017,436.7,19802.0,5.4556582,101.88,4.6,101280.9,49511.81,304437
G. Sevastopol ,2018,443.2,30375.0,4.6,114.46000000000001,4.2,121666.0,42793.964,338376
G. Sevastopol ,2019,449.2,20119.0,6.4,100.1,3.9,137919.4,42762.538,961010
G. Sevastopol ,2020,510.0,28533.0,4.7,105.52000000000001,4.6,141617.9,26913.038,963759
G. Sevastopol ,2021,522.1,30913.0,5.5,107.58,4.2,,40238.973,988508
Republic of Dagestan ,2000,2486.0,5715.0,132.9,126.53999999999999,26.5,20921.1,3479.0,176853
Republic of Dagestan ,2001,2536.1,6568.0,92.4,110.20000000000002,29.3,31544,8088.826000000001,188752
Republic of Dagestan ,2002,2581.4,7796.0,73.8,123.22,24.1,41441,7957.112329754947,228062
Republic of Dagestan ,2003,2617.5,8046.0,64.2,110.46000000000001,20.9,57626.7,10793.850129479863,242053
